,Sentiment,Message
4509,4, long one
4510,4, taniacee ohmyfingod foo seen new album cover demi lovato omfg im sooo getting
4511,0, cybiek agree utterly fantastic dominic impression wowed going sad show think far
4512,0, heatherm hate gilmore girls
4513,0, sherpani bought lily sad supplier town closing
4514,4, yawn ughhhhhhh rise shine story life
4515,4, fine arts fest whipped cream toasting shakespeare day ended well
4516,0, look like came phils
4517,4, kingasa know first flight last highway
4518,4, rickt looking forward weekend sleep catch things nice day rick
4519,4, officialshenae look really good
4520,4, undeniablyfaith post reminded sit something looks like steak dinner
4521,0, mhairi awww actually nobody going
4522,0, arghh feel like lobster sunburn hurts
4523,0, true though innit fit women come sun shines xx
4524,0, exhausted workout might take nap omg dreading school tomorrow
4525,0, becca leave sooo dumb
4526,0, billzucker good work music vid wish could sing
4527,0, andyclemmensen oh poor guys sad enough didnt see
4528,4, ah resigned may cabinet left days world good
4529,4, miiszflymoney
4530,0, dancerpenguin yes almost cried said might cut
4531,4, cut grass
4532,0, must reminded stir milo
4533,0, looks like landlord holding house application got give notice tomorrow typical
4534,0, mainanyc probably time get
4535,0, danielbrydon thats put scuppers gmail unless mobile changes costs gmail levels probably pass
4536,4, khaled liked article hope someone nokia reads something
4537,0, totally annoyed argument best friend says cause arguments love centre attention
4538,4, sean_oliver savage huh lookin like ya gawk half dressed chics
4539,0, washed whacked first skein sock yarn right wpi yards g fibre fail
4540,4, dinner
4541,4, lennykravitz thai chicken curry love sweet giving away tickets saw rotterdam ahoy loved
4542,0, lovelessandmore im good lool stressed exams good twitter many fakers lol
4543,4, fabgirl well less creepy anyway
4544,0, family dog seven years got hit killed road morning rip maggie miss
4545,0, timryancw good thanks hate twitter shyte
4546,4, crisrenvi come everyone seems feel need reply tweet xd like pumpkin pleasant round
4547,4, hehehehe alright well get early im going bed night
4548,4, went grandma house
4549,4, subscribed satellite radio listening wirelessly hockey still love top despite wrong age group
4550,0, update tay amp selena eew tomorrow laineygossip ahh gon na brokenhearted
4551,4, goodnight love jema anne celeste lt
4552,4, thisisdavina quite good goos always follow normal family man normal although like
4553,0, saw x men let bout see star trek hoping much better
4554,0, miconian michael cohn fanclub
4555,0, daveyathagreat im feelin sum type ah way _ wanted red lobsterssssss lunch u dont wana kno recieved instead
4556,0, schools summer theres still finals
4557,0, say goodbye yet quot going see meet long time august sucks
4558,4, beestroh aww shuxx sure
4559,4, nice evening yesterday friend link shared younger days much good
4560,4, designing restaurant loads research theme based one
4561,4, michelletran let get together amp catch busy girl
4562,0, hope okay lt
4563,4, maureeṇ ̢ family coming soon safe phone sandra sorting flowers years ago week mums us met
4564,0, addin last comment spose going see jonas brothers movie guess couldnt go aswell cos im sick
4565,4, veronikakurz writingforever thanks luck
4566,4, sakit menjurus ke demam berdarahh temankuu di rspc thank doanya yaa doain gue ga lama di rmh sakitnya yaa
4567,0, tehgrumpydude lol choice afraid
4568,0, took dog cat game got chase slugger around diamond duluth ended winning
4569,4, playing www dizzyworld com
4570,0, woke poor ash sleep
4571,0, witnessed really bad car accident omgsh hope people okay
4572,0, gots fingers crossed massage get home pain owch
4573,4, attending quot dine paws quot impromptu coffee prawn catching reminiscing good times
4574,0, littlelaura magnolia way go done backup bad epic fail backup start day checks
4575,4, quot wish grammys quot haha
4576,0, quot add reference quot wait wait wait
4577,0, sad lauren leaving hills also excited find next season like without
4578,0, crazy ideas album im soooo tired
4579,0, cat brought live mouse last night tried save late
4580,0, well still following sad
4581,4, hamish andy
4582,0, gearboxsoftware show needs borderlands
4583,4, uploaded pics disneyland onto twitpic check em
4584,4, ok reach u later n hope u r ok
4585,4, goosegirl ahh easy taken two courses lol come round borrow notes
4586,0, noreen wasnt able get tickets im trying win spin wk doubt il win tho
4587,4, almost taste pizza dad finish shortly
4588,4, ovariesofsteel ha left alone days bar
4589,0, cnllthesnail yeahhh saddd
4590,4, heidimontag best saturday grandpa died list god
4591,4, plagueround problem anything dope friend
4592,0, want go jonas brothers show brazilll
4593,4, enjoying work boss
4594,4, awesome awesome awesomeeee
4595,4, shooping malioboro byee twittsy
4596,4, jenclaude sounds like fun know really worried actually planning uni good slightly sunburnt though x
4597,4, heat brought letter f summer mlk rfk slain fists raised mexico ci
4598,0, soul_storm sucks
4599,4, stefanbsp britney related please check pic comment magazine city
4600,0, hate hate hate recording guitar love playing singing put record guitar seperate become agrybitch
4601,0, hate tv adds borrrringggg wish upc oh well let pick good movie go sleep goodnight
4602,4, cosmos science course
4603,0, thisisdavina feeling little flat today need cheering
4604,4, jurieongames yeah like hand drawn thats mean stuff much depth look like drawing
4605,4, relaxed weekend sweet boyfriend
4606,4, even tweetdeck testen
4607,4, petertrataris reward believers two extra shots souvlaki oooooo
4608,4, georgiaodonovan bro wrote poem called armadillos luv wearing pointy shoes use shoes get phone back
4609,0, mikefoong aww good
4610,4, gothayana bear join like background made photoshop brushes
4611,0, program tells someone stops following started following lost one last night got
4612,0, going hairdryer long time
4613,4, raznkn yay little jealous see six days
4614,4, jessicatofu good point lol would liked guy though
4615,0, want new hoodie come taking forever
4616,4, morning yardsalen
4617,0, eternalscribe ow ow ow
4618,4, spsheridan honest praise
4619,0, ok sore throat pi ing hate sick b working tonight hoping feel better tomorrow
4620,4, good health class today
4621,4, moonfrye would
4622,4, reading blogs others stuffs
4623,4, celebratin party david set
4624,4, alanahmurray bless reckon thought bag happy didnt win diversity stavros ftw diversity x
4625,4, sooo waking way back sb good night america
4626,4, rebeccashearing oh nooo glad yazmina kate full best person
4627,4, last update th
4628,4, cormac haha good thing
4629,0, seeing puppy upset loss manhood coupled cone around neck breaking heart
4630,4, techdigest agree longterm right b width unlimited ubiquitous want ads esp lo fi streams
4631,0, joyce said hates life poor joyceepoo
4632,0, bolanile got ticket going like mph zone first month state trouper
4633,4, going studio dance shake body yaaaaa
4634,4, jeffersonian went one today put today already gone hours happens
4635,0, tryst foreign embassies continues time kenyan sir authorized issue multiple entry visa
4636,0, filipekc miss
4637,4, b probs lot people facing issue
4638,4, really happy life actually feels perfect exaggeration
4639,0, swear god one posted twitter shz
4640,0, feel really sick see pregnant women
4641,4, jocassels years ago went doc avoiding computer tv etc talk soon
4642,4, nice definition sun person considered source warmth energy glory
4643,0, ben told turn vacuum house week oh joy probably get w afternoon
4644,4, riding home convertible baah really windy
4645,0, morning overtime today bank holiday fb
4646,4, rocking soulfly
4647,0, fish happy
4648,0, tweetdeck died
4649,4, feel good friday songs really niice
4650,4, bodylikemind really ahh well freakking art exam tomorrow _ impressed lol btw love ur pic tis lovly xxx
4651,0, grrr left phone home bac wrk wuld rather b n nap
4652,0, wooooo thought followers blocking suspended accounts
4653,0, littlelizziev hey goal mine got stolen jan able replace
4654,0, going jog sore legs
4655,0, wan na move boxes new home
4656,4, using chrome theme firefox looks smart
4657,4, stmluva ok go sweet dreams
4658,0, havin fun away beach breeze feels nice im okay even tho denver losing momment boooo yeaaah lovely nite amp
4659,4, figured plan
4660,0, flawlessmi fat day today ashamed glass water lol
4661,4, maxw followers action
4662,4, dear lazy web unrecoverable error vmx scsi not_implemented esx anyone please
4663,4, ticklemejoey love yoy
4664,0, every happy
4665,4, tenshirei oh cool looking good salon cause ever one mom usually cuts hair
4666,4, dane cook silly bitch
4667,4, therealjordin new song sounds amazing love
4668,0, probably going iphone grand prix widow weekend although get see loonytune saturday yay
4669,0, hi folks great day minutes ago cracked tooth drag
4670,0, depressing pressuring irritating day today
4671,0, making dinner wendy gon na miss next week
4672,4, aplusk show best comedy show
4673,0, grr trains please hurry
4674,0, teal sorry hear kitty
4675,0, cleaned shoes amp squeaky hate
4676,4, turning laptop early tonight
4677,4, jewels_ haha yea enjoyed drinks earlier kinda nice since dont often
4678,0, downloading new limewire miss world warcraft
4679,0, laydmaxix didnt hear else said
4680,4, aaziz thanks glad tj came clutch ya wonderful ambi free weekend
4681,4, yay lvatt trending topic hope still copy left go get later
4682,0, isplayer died sorry
4683,0, three clubs detest world last three left fa cup
4684,0, milkshake hope mean stand
4685,4, amybeth yay excited read
4686,0, adam_buckley ditto
4687,0, poor black goldfish fin rot
4688,0, omg many people coldstone get mocha frapp starbucks well still good really wanted ice cream
4689,0, billy wont let buy teefury
4690,4, savsci hate ask savage science
4691,4, krucial hey follow think duty calling official mode communication biz
4692,4, choprasakshi lucky woman saving mine
4693,0, really think time dog stopped barking
4694,0, uncomfortable fine going months feel like
4695,4, revoluion watch ms bebe zahara benet perform
4696,0, feels tired hunger
4697,4, wow early today beach time
4698,4, kristian great weekend
4699,4, think everyone chill fuck swine flu want paint room looks pretty fucking sweet
4700,0, bustheproducer yea one talking lol
4701,4, mileycyrus ok miley think going haveing great time making last song hope fun
4702,4, got home church grocery eating tj bro flor back rolly
4703,4, iwouldntfollow diddy fresh prison free pussy
4704,4, monkeysean amanda palmer iz right may making money musics
4705,4, hebbet haha near enough glowing green reasonable amount time bad let hope turn hulks
4706,4, sworndabosses
4707,4, producergirl u like ur eggs sunny side
4708,0, everyones bummed lately sucks
4709,4, quadrille heh finally succumbed welcome madness called twitter either love hate middle ground
4710,4, roadburnfest danke think miss
4711,4, singing solo incadence tonight green dragon come help sing songs
4712,4, way giants game bringing camera put photos game later
4713,4, tinyvamp pretty good
4714,0, listening sad songs thinking old times rip melissa g going ottawa say final goodbyes today
4715,0, eatin pot strawberry jelly wish ice cream x
4716,0, dreams last night
4717,4, tommcfly international tourning may interesting conclusions mcfly future
4718,4, hair cut
4719,4, jonlukecogger thank x
4720,0, limping around poor abi
4721,4, good morning sleepy cold someone coughed coffee still smiling barely
4722,4, getting ready camp aghhh im exciteddd
4723,4, sitting kahwa trying concentrate failing miserably least got free quot practice quot cappuccino
4724,4, pulled tina fey platinum card president club newark layover heaven work novel somehow
4725,4, seekelseytweet would make appropriate yes
4726,0, worst wish shmister asleep leaving tomorrow messed hanging could done tonight
4727,4, garrybowie use screen saver
4728,0, ew hate chem considering giving amp bio uni im shit chem uni
4729,0, xorwhy think true still miss rambling probs get back exams u b able stop
4730,4, jbreezealand wuuddduupppp hahahah lol pm let guess ur still awake
4731,4, jeffjarvis timobriennyt jayrosen also war side nyt need retreat rupert notices
4732,4, watching mtv awards days workkkk
4733,4, lukewmangan yes thinking checking salt
4734,0, finally finished news still minutes hope magazin long episode
4735,4, sure definately visit new york summer
4736,0, week nearly much stuff
4737,0, reetzman hear ya getting rid tan lines need work sun lately
4738,4, funny look back videos year ago realize much comparison recent videos
4739,0, misskeribaby wish could
4740,0, eating day stuff face
4741,0, fuck left iphone girlsfriends car god damn beavis
4742,0, lordofleisure exams work life deadlines also printer dosent work find reciept
4743,0, turn thingy ugh
4744,4, davidschwimmer watching f r e n ross geller hilarious
4745,4, follow leadership guru johncmaxwell dr maxwell numerous books
4746,0, yeah_write yes old one broke miss freedom write anywhere
4747,0, missing little cousin alana
4748,4, gold_tracker web developer def need glad like though
4749,4, well regardless whether feel tired time bed enjoy evening chelsea v everton hhrs
4750,0, reminds havn seen laurasboobs since hung alex preston house
4751,4, lollipop im assuming talking jb chat
4752,4, ddsnorth visited myspace gallery nice work creative enjoyed listening frank sinatra
4753,0, superxmaika hahaha nothing much miss j
4754,0, aidanmacmahon ahhh actually enjoying excitement game killing haha
4755,4, days go days go yeah paw members pink party pals
4756,4, humanintersect awesome whats book wan na know nosey tonight
4757,4, ordered first tuesday bellini hot server id
4758,4, heidimontag like episode friends monica phoebe rachael wear wedding dresses apartment hang
4759,0, want hearts stars tweets bf show
4760,4, good night sweet dreams
4761,0, good time say worlds retarded eff
4762,4, refreshing nap
4763,4, picking locks fun
4764,4, snapviashot oh gosh school already haha seems like got seriously shall chat soon
4765,4, katchin oooh good idea
4766,4, feminineflip dont think ur life would appreciate effing love georgia
4767,4, watching conan commercials michael cera keep playing roles
4768,0, jordanpitt think missed half ep cuz streaming p sometimes never liked girl loved character though amp wallace
4769,0, jordanknight awww poor jordan take easy tonight lot hugs amp kisses hope feel better soon love
4770,0, great american idol finale pity adam win though
4771,0, nham engilsh class minutes fckng boring
4772,0, chelseatavares haha fun chels
4773,0, pdxdiva hope feel better tomorrow better felt little yuck gone though
4774,4, gah michelle pfieffer best cat woman batman returns rocks
4775,0, watch season finale hills amp laurens last episode ever
4776,4, quot result thought quot buddah think positive fabulous twitterverse
4777,4, new cousin names amanda sofia pretty pretty girl welcome family amanda happy
4778,0, heyellamarie killer
4779,0, oh bugger monday
4780,0, omfg chapter fml fml fml
4781,4, starting get back old greenday songs
4782,0, boarded missing fam danny already wish could take em
4783,4, pj gahh missed great coincidence
4784,0, really sick
4785,0, missmei babes dnt fink give u wada blob gives ya lron_jaii deri eva tymaking lady s_s get bring doe lol
4786,4, zanelowe gon na fine thanks asking man millimeter feeling blessed
4787,0, video chaos teheran got video sent chaos teheran sad
4788,0, making guestlist although im sleepy dpt pe er dari suami
4789,0, ladybug fell hot crease laptop dead
4790,4, organic spring mix greens parm cheese seasoned crutons creamy balsamic dressing yum
4791,4, jvsworld yessir twitter hq never sleeps
4792,4, goooooood morning
4793,0, adamgoldston im tryna get used quot twitter quot lol still know upload pic lol sorry
4794,0, nick_carter got ta make video public dear lol see
4795,4, dinozombierobot know right amazing film glad someone else late watch quot hits quot like ahh music greatness
4796,0, wow storms woke get back sleep
4797,0, andyrose prolly tried everything thinking u could try herbal remedy homeopathic medicine worth shot
4798,4, following p nk l l
4799,4, sweetskins maybe pretty terrified look face talking
4800,4, isrealdeep thanks ah ur recovering ____ yes tithing adds saved like see ur dm
4801,0, lthanda noone around play big stack
4802,0, julesey oh stinks
4803,4, granny came house luuuuvs ran hugged
4804,0, pink good show cant wait come melb upset though missed getting ticket even though waited line hrs
4805,4, getting ready eat daddy
4806,4, oneloneknight home might go bondi beach tomorrow
4807,4, went sleep watching nd fave movie dirty dancing woke fave movie pretty woman lucky meee goodmorning
4808,4, sunny day feel like want beach maybe orange county miami beach wtf pool
4809,4, annettestatus thats good feel better ps hate sick hate lol peace
4810,4, isla_fisher sunday btw love acting skills
4811,0, meaningful really hard fix screw ups done video releases let know manage find fix
4812,0, musicc yeah okay sigh
4813,4, woke alarm fridaynightboys got text summer set ring mom saying made breakfast good morning
4814,0, already hitched
4815,4, listening honey bee zee avi beautiful song
4816,4, marrsattacks haha neither totally loved girl spelled hand would would spelling wrong
4817,0, abcmsaj saw dave used respect
4818,4, iamjonathancook way see cheating blackberry tell
4819,4, nice presentations slideshare publish please tweet url pick realtime barcamphanoi
4820,4, bingofuel dude downtown fun end
4821,0, april_miss super bad day wanted hang someone get house phone let
4822,4, kajz hehehe cooler foam coffee deceptive
4823,0, painkiller take stop pain growing wisdom tooth really really hurts hardly concentrate
4824,4, due weather past week online much playing catchup moment
4825,0, pay checks away new tattoo work tonight stupid ice cream
4826,4, kenlally congrats lead part know love stunts plus extra
4827,0, oh support democratic iran riots stuff want stop
4828,0, awake revise thats dedicaion eh shattered later though
4829,4, thanks much everyone support made crappy day much better xxx
4830,0, miawoods miss
4831,4, thinking greece would nice place visit someday
4832,4, gettin nails
4833,0, kill bill glass bottled coke wish could get comfy
4834,0, years still know ukunlimited com
4835,4, simplyminded brilliant idea
4836,4, feel tired happy organized event people
4837,4, go upstirs revise french killer tunes lol im sad drama tomorooo good mood lol love yas xxx
4838,4, summer lover
4839,4, phone
4840,4, oh thanks cwelchtn chipdaves walking car listening beatles love guys
4841,0, walked boot w bella amp boys sun mi min ugh lifted inc weights swim tonight
4842,0, red wings lose lame
4843,4, painting auctioned raise money madagascar cyclone appeal raised ̣ ̢
4844,0, maybe keep mouth shut cause afterall second
4845,4, bridgetdill many day matt play temp amp thinks fun drive around fun ask
4846,4, heading bit tricia
4847,0, plzzzz see another ugly bitch ima cry white party ladies r quot real quot models smh
4848,0, changed twitter name still like
4849,4, quacky quakedy quack quack
4850,0, tomorrow last whole day bacolod
4851,0, roboresa untrue sorry shitty night anything please let know
4852,0, eeeeuwwwww hate rain
4853,4, working til watching boys match grad parties night
4854,0, robsessedblog forgot taylor profile
4855,4, riskybusinessmb place like called called yogiberry please
4856,0, really wish someone play tennis home everyones gone hmmm gym instead guess
4857,0, work
4858,0, aeongotbeats dang parkview dunno got twitter syntax straight
4859,0, think time really start lusting mac forced use windows unfortunalty every day momenrt
4860,4, lalallalalalalalalalalla katies fine dropping work home play stockmarket xbox muahaha ok bass
4861,4, packing singapore tiring haha wait reach thailand
4862,0, got phone grab mic records goin record quot battle soul quot work anthony
4863,4, moriahphillips understand still dont like oh yourname boring change ishh
4864,0, inaperfectworld would luke warm christian learned bible study last night forgive father
4865,0, officially left school hate
4866,0, bargainvillas thanks looked amp
4867,4, jpetersen go jesse big fans genuinechris happy pimp stuff
4868,4, summerbreeze amen agree need drink fun
4869,4, watched oth dvd extras fr dvd extra th ep made teary eyed glad discovered one tree hill
4870,4, sonia fax last wknd back spiritual home aka may see friday boxing goin loco aca
4871,0, trentyou arms legs
4872,0, google love utmost difficulties sorting accounts sure fault letting know
4873,0, gon na miss waking next favorite roommate well least friday
4874,4, mikeywhite bring back redbull
4875,0, feeling sick wan na get bed
4876,0, sweetashoneey chilling beautiful day today gon na go enjoy somehow laundry
4877,0, andreakjhg feel better cholaa bring soup tomorrow better hatteeloovveeeyouu lt
4878,4, new account follow guys x
4879,0, deleted emails gmail account took hrs go
4880,4, chuckthomas know want
4881,0, carlyw heck r u missing
4882,4, shinkouchou thank may try get paid
4883,4, salioelsol hey hey
4884,4, vote bobby ryan know sorry double post
4885,0, watching newmoon offficial trailer really awesome wait see movie asap huhuhuuhuhuuu
4886,4, wow else wan na hear sing
4887,4, evaangelinaxxx especially u finger rub urself u cum
4888,4, veggiegrill caffeine refillable
4889,4, eating peanut sugo hot spicy p
4890,4, going play nephews really done homework wait importent priorities
4891,0, mad jus n watever hair white ppl aint got many options
4892,0, last foster coming tonight
4893,4, im done super stars tears guitar loves
4894,4, docpetera correct lol thats ur choice awesome
4895,0, days tweeted good cause building new site bit busy
4896,4, listening music
4897,0, wht hell wan na stay home pleaseee dont force join activity
4898,0, missive genius live apartment building backyard let roam free
4899,4, dannygokey thanks keeping us loop hopefully soon get partners give moolah
4900,4, last day school
4901,0, miss bg
4902,4, lovely tweet peeps may wonderful day social networking cosmic connections want
4903,0, inaperfectworld would iphone already
4904,0, nearly skool
4905,4, alannamarrero used love twilight think ok gon na see new moon though love harry potter
4906,4, maygra good morning went back sleeeeeeeeep til
4907,0, one talk
4908,0, back garden times feet hurt
4909,0, ack sleep well punishing coffee keep awake work bleck hate coffee
4910,4, laylaloves wow pleasent pictures
4911,4, tipsquirrel thanks hope terrific weekend
4912,4, hanging friend
4913,0, night amp e til friend got punched face knocked bloke going back sleep xx
4914,0, wish bugs love eat
4915,0, boygirlparty boo supposed celebrate mine tonight woke sick
4916,0, like neutral face
4917,0, sheading tears beach
4918,4, smange oh france instead fine oh see agen nice spot
4919,0, nokia dead trying update firmware need phone back
4920,4, browneyedgirl glad fun
4921,4, wizzlewolf lol yep hard keep pace sometimes cheers great day
4922,0, alybxtch excited leaving whole weeks
4923,0, jamesheart jealous still go college cuz college makes us start work weeks
4924,0, whowill yeah got ta ring jen graham time sort staying oh god gon na braces
4925,4, bstegosarusrex cool da mitten morning feeling doc today right thinking ya peace
4926,4, enjoying sunny tuesday morning hope
4927,4, fuck bout jump pool dnt give fuck
4928,0, gingerale keyboard
4929,4, napuanani mmm love sushi see friday yayy
4930,4, algebraoverdose ah nah got tell friends special edition
4931,0, ouchhhhh swollen ankle
4932,4, dannymcfly know kanzi_xxx makes awesome wingman great ball skills bomb twice
4933,0, crixlee ready ready dr says another weeks
4934,4, hiyaaa csi_ceri welcome twitter family friend tracy_tp friend x
4935,4, ok im going translation half hour bit studying next week genetics final exam
4936,0, bub left alone weekend wish wit
4937,4, rechtsteiner yep may well try knocking
4938,4, says headspin hihih cutie ng emoticon na
4939,0, kchangalang ahh come saave banooshka feel like im gon na die good
4940,4, cjthewriter maybe make girls afternoon tea sometime ok would like luvthetea coffee pepsi cola nightgirl
4941,0, need massage sore muscles stupid exercise
4942,0, xoxohans lawry idk song lol tried watching mv got bored
4943,0, little sister microwaving popcorn love popcorn braces
4944,0, treasure hunt
4945,0, anyone using tweetdeck try update repair update repeat posting cleared tweets mine workie
4946,4, idolscott scotty hotty wanted say hi love music
4947,4, kaydeefortuin woman cursed tormented spirits three days rd day spirit comes take person hell
4948,4, picked stinker pick goods
4949,4, time go sleep good morning
4950,0, still raining hard sneak lunchtime read
4951,0, mees knee guh
4952,0, married monsta forreal amp amp day today im soo moment would kuza ughh
4953,0, scene reminds leslie thought joe crying sad haha miss comma girl
4954,4, music sun
4955,0, alaerys aw sorreh fairy bread lamingtons payback
4956,0, goodmornin everybody see new followers sorry back pain kickin ass
4957,0, failed mission halo wars think game clicking unfortunately
4958,4, idle mind devils workshop keep busy hehehe
4959,0, bubith sed could harvest onions
4960,0, casens gay funny know like hard choose
4961,4, sowhatx yeep especially yellow one
4962,4, jadegutis lol welcome home us
4963,4, drwiz howareuu
4964,4, sunnybuns pretty nice favorite theme silver one btw think default one
4965,0, want alice wonderland dvd soooo good seen forever
4966,4, lac today crew
4967,4, txsage thx link fixin mow check
4968,4, going buy dress alain manoukian
4969,0, charlieray sorry teeth hurt hope feel better
4970,0, servers noooooooooooooooo
4971,4, lufdxb ah see nope dubai old great song
4972,0, flight delayed oy never getting home
4973,0, love ginny phone makes want blackberry rait nao
4974,0, morning whats occuring twitter followers counter tryin since yest block undesirables
4975,0, anyone know channel mtv music awards canadian tv
4976,0, hospital denton sitting david mom look good
4977,0, headache slay walrus
4978,4, soooo quiet hear birds chirping singing nice sound chilling
4979,0, understand upload picture
4980,0, gillian_cc gillian dnt u dare go diet x
4981,0, really want finish gosh darn papers get summer go grocery shopping
4982,4, love britney spears get song head
4983,0, launching fitness video blog kimidreams next week featuring polar watches afford bodybugg weeks video every day
4984,4, go uh uh go ah ah lalalalalalala veronicas untouched dancin room
4985,0, feeling little bit shit dog dead also gym tomorrow
4986,4, superbaird techdyke world bn yrs old love good point
4987,4, lisabing sweeeeeeeeet
4988,0, nice day paint
4989,0, karisma work bored outta mind already got u started ur new job yet
4990,0, visited williams amherst today got really rained awkward rising junior dad really embarrassing
4991,4, chitika network happy publisher network
4992,4, great dinner w jaybaer ambercadabra davidalston conversationage inboundmarketer tweetrich sietsema mpbb
4993,0, like spreading germs job god please let catch anything lady real bad ya move could
4994,4, really enjoying latte morning shortly last sip dd elbow deep finger paint
4995,0, feeling horrible sick momma making egg lol
4996,0, brewers leading braves
4997,4, elypoynterfreak cool jai trop hate de lire
4998,4, morning hope everyone great relaxing day far
4999,4, craigeryowens fuck made day whole lot better
5000,4, leamonet ah well sweet dreams
5001,4, emilyrobe awful reflects service certain parts country
5002,4, baylward know true eh thanks noting learned something makes feel like typing wind
5003,4, thankful amazing mommy happy mothers day amazing momma
5004,0, wants eat pizza bad
5005,4, tea tonight show say hello john melendez kevin eubanks tonight show band
5006,4, crushing boy nice smile cos asked number hmm
5007,4, sorry touch proxy server working fixed yay mtv movie awards pretty good
5008,4, dlacher thanks dan got text
5009,4, mrskutcher yep saw time article well written
5010,4, going fatmawati mom titis prepare next week
5011,0, whoa work dam
5012,4, looked differents stuff mine today
5013,0, back hours house spent car
5014,0, hatdiva really boots raincoat anymore walked way realize p closed saturday
5015,0, god thought life hard let say people
5016,4, last things way related
5017,0, armless black man playing better
5018,0, back flags amp amp bright red
5019,4, officialtila yes
5020,0, back root canal episode bad soon going hit bill ̣ ̢
5021,0, thekidoj hate never call guess get shower ill try calling lol
5022,4, popthemusicdrug haha remember nice
5023,0, jacquelinemarie oh right love
5024,0, need motivation homework thats due like hours lol
5025,0, dramabeats tried man callers front
5026,0, mrconquistador us apparently pull
5027,4, almost midnight running around like chicken head cut miguel sound asleep slap
5028,4, goin home yes
5029,4, woops meant fans haha
5030,0, hate typoist
5031,4, jordanknight tease gon na staying night waiting forget evening middle night
5032,4, tamwallin well good luck need encouragement let know together
5033,4, looking forward big bro thirsday xx
5034,0, swear ready chop feet itchy know tried everything
5035,4, jafrosax feat yukimi nagano ̣ ̢ ̢ drawn u rb kushiq lt thx wishing u good thx tometty ̣ ̢ ̢
5036,4, finished watchin crazy fighting movie tite tite gona go bed yo ill tweet sum later sure
5037,4, good ericas bed cypress tx
5038,4, absorbed sun yesteday longer albino white upgraded eggshell white
5039,4, ps catricya jolt gum must working well since still
5040,4, enjoying mini vacation husband la jolla
5041,0, heard thunder oh sound totally freak hot hide covers
5042,0, jennifalconer awful making kind queezy
5043,4, meeting ruthie_randall day singing dancing drinking sun
5044,0, wish jax right minute
5045,0, ii wanntt sprinkles really badd im sickk
5046,0, drugs aint drugs wtffffffff
5047,0, cookiiemonstaar know always say quot south africa inspires us quot kinda doubt
5048,4, rupertite well glad hanging us seems mostly canada group except friend
5049,0, wan na eat frosties nutella milk love miss school days
5050,4, ashleybazsivorn nah way lol random twitterer afraid thought famous people
5051,4, nberardi sarajchipps guess sara makes mention mariage proposals site
5052,0, wedendsday definitely turning meetings day tomorrow gay thursday
5053,4, baby cousin
5054,0, mz_juicy leavin tha job guna make tha show came hav lunch wit tho miss boooooger
5055,0, shitty night matt pissed hurt feelings purpose im tired heart wan na remove
5056,4, burped feel like going bed yet hmm
5057,4, catladyuk secret cat heaven friend volunteers wonderful place huh
5058,0, awake still tired
5059,0, waking sick call work sucks
5060,0, believe sad ending prison break cried n still feel sad sighs excellent season along
5061,4, trying work twitter find people know
5062,4, june th favorite day two years counting fb
5063,4, k_litestudio u always doin sumthin
5064,0, got laughed yorkshire accent work
5065,4, heatherynn ahhh view beautiful enjoy girl
5066,4, xo_mikaela_xo haha yeah ok ill come watch yuos rehearse ok cool beans ox
5067,0, kalli yeah harder cruel editor easily determine per frame cost shoot develop film
5068,4, suburbanturmoil fun barrel cathyandersonandherwhiteteeth good night
5069,4, playing gig teenage hippies bought house oh joy
5070,0, home bothered go thing frnds today im tired
5071,4, superkappa think good luck technical issues
5072,4, aye_mutiny much love huzzah best brotha
5073,0, ah christ thursday screening gft live link ken loach eric cantona go
5074,4, _everaldo entourage really ugly interface app quite useful microsoft great work great work
5075,0, meeh maths excam today know im gon na get bollocked school revising nearly hours yday bus train
5076,4, direcleit welcome sunny lewis
5077,0, mobilepro yes brick iphone could b problem
5078,0, hila looked video someone playing slayer quot raining blood quot banjo removed bcos copyright claim wmg fail
5079,4, got home fun evening sizzies
5080,0, goin bed cst math tomorrow
5081,4, worry tucked away little one bookshelf either
5082,4, yes heart pacquiao amazing
5083,4, therealdjjelly love positive energy good look
5084,4, im feeling burn last days gon na chill play xbox watch stuff day
5085,4, today international museum day gt go visit one
5086,0, youngq oh feel u wan na away long good
5087,0, mamapigeon daughter sick day make la np tweetup guessing fantastic
5088,4, refresh ellen degeneres twitter page followers go try crazy shes hiip famous ellen u rockk follow herr
5089,4, countingtofive special reason changed name tis appropriate tho
5090,0, melledesma heeey mels watch mtvma still gon na air june based think awesome
5091,0, moving day bye bye home years
5092,4, getting new env tuch today woopwoop
5093,4, officialmila different simply knew girl across street lot good times
5094,0, zoey abanded bus stop
5095,0, hydroponikz oh mtv letting go
5096,0, thing reiterate eric clowers best executive business director know someone contractor biz sand bagging
5097,4, homeopath today check benefits
5098,4, deebrownman im wana come new york baby
5099,0, terrencej yooo rainin dumb hard
5100,0, two exams revise struggling didnt even know geography tomorrowww arghh
5101,4, lovebeingmadge yes second daughter ahem whodoesn tgetinfightsorlikesblackboys ahem wants go
5102,0, day one work week sooooo tired
5103,0, itsjorx mean jorx
5104,4, amonua u sum things first
5105,0, win thought entry good oh well seeing donnie today every cloud silver lining
5106,0, bored cant wait october going awesome time bored cant go sleep
5107,0, overloved noooooooooo tell pls time check moment hun ok u
5108,0, thatgirlboo work like
