,Sentiment,Message
1185811,4,@threadless Vote for my tweet. Say &quot;HECK YES&quot; http://thrdl.es/~/8bP. 
856635,4,4 days until i marry my gorgeous man  
1400544,4,@audreycnn Duty calls. The workout of course 
1520388,4,Trying not to panic - mini-me Emma has Type 1 Diabetes - hubby is all over Google - sometimes not a good thing TMI 
967302,4,"@theOlsens thanks for taking the time to reply to fans, its really appreciated, u 2 r very kind "
408694,0,I'm at a party with one of my professors. Massive jones for him.  and none of my friends are here! Need. Company.
1052003,4,@styleplusgrace thanx 4 the retweet 
559047,0,@chris_alexander  i don't see why people who i have never heard of can be there and I can't
108411,0,i burnt my breakfast 
602279,0,"tried to communicate with some cats here. Unfortunately, my 'meowmeowing' was not good enough. "
1003115,4,"@bck Yeah, in fairness 'horse' is a pretty generic search term - thanks for following up "
630977,0, twitter is freezing my poor fucking computer. *sigh* I'll be back later.
1501505,4,sorry but i just had to share that with the world 
270782,0,really early to be up. i am so tired but i can't go back to sleep. 
259961,0,@lorenrochelle You guys are so damn cute. I wish I was in LA hanging with you in Little Tokyo right now 
367696,0,I had a dream that Emma committed suicide! 
959533,4,in Massachusetts. i actually caught some internet  so i figured 'why not take my dailybooth?'. i'm in my... http://tinyurl.com/ozpzg3
599659,0,grr some of the snobby private schools end for hols tomorrow and we still have a week... grr 
391327,0,"whats happened to the weather, arghh englands so crap "
221952,0,@BADST_8139 He never calls me back anymore 
881492,4,@the_zac_efron hey zac! do you have any plans on visiting your fans here in the Philippines? 
511961,0,I think the house has ghosts... I miss my phone 
358150,0,"I have a hard time being genuine, sometimes.  Working on it, though."
475119,0,At work today and its gonna rain  I hope I dont have alot of clients coming in......
406659,0,"Interesting site about the Chrome build, under mac the webkit test failed  Link: http://build.chromium.org/buildbot/waterfall/console"
1558896,4,"@ericasadun stop it, I might ruin my mbp with drool "
1380519,4,"good morning everyone  some work for me today, delivering prints to customer and then it's weekend YAY! but now some coffee (_)D"
920373,4,"@raytoro say it back to him! if he can dish it out, he can take it back "
1160942,4,watching @:danmerriweather on Something for the weekend  he's georgous! when he was eating that thing he sounded and looked scrummy!
580837,0, stuck in the office
1406185,4,@tommcfly if u r going to change your name it should be &quot;The Twitterer&quot; or something cool! although i think Tom Fletcher is cooler 
931185,4,@a_drienne you should come back then 
1032933,4,Doing my psych sac prep since. Quite happy with myself 
1255812,4,@David_Henrie call selena! 
867171,4,@jchris thanks  It will be fun I guess
933561,4,Watching Half Baked.. Baked 
1054246,4,@sczepanski my pleasure 
1172402,4,One more year.  &lt;3 only one more year.
870127,4,@LabbadiaSisters Thanks!!! 
665855,0,@superfields Thanks. I really just want Nate to come home. I picked the worst day ever to get sick. He'll be gone for like 13 hours 
288013,0,have to clean the house 
451461,0,tryin to watch friday but it wont work 
386344,0,"Gotta DVR the Ole Miss game today. In Oxford today; sadly, the one in NC, not MS "
46829,0,@SincerelyBri hope your party was fun... Sorry I couldn't make it 
167069,0,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had. "
647337,0,Stupid dundee busses! 8mins late!! And over priced! I miss edinburgh  #fb
1259099,4,@WebAnna *winknod* say no more.  #journchat
1166041,4,"Sunbathing in Nicola's garden, she's gone grosery shopping to buy food for the BBQ later "
306102,0,"i don't feel so hot! headache, bodyache, burning up yet cold. i cannot get sick, LORD HELP ME. "
349769,0,I am not looking forward to this..........its gonna b hard. 
709639,0,"Set my location to Carlton, VIC in Bing and yet it still showed me Sydney results! Disappointing "
1094118,4,"The famous wall of sound! River deep, mountain high. Take it away, Tina  ? http://blip.fm/~7batf"
1415686,4,@eki_ekimov  what about your gal?
661344,0,It's become apparent I've become a bad Twitterer. I've had like 5 updates in the past week. Sorry all. I'm not worthy to be followed. 
1510720,4,Looks like it's time to go 
1507740,4,@Ready925   That I seriously question!!!!  
909926,4,KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ
684117,0,"Got cricket today, bad weather  cloudy and cold + early"
1524856,4,chilling with danny 
79592,0,Tawny thinks she just saw a meteor and I missed it 
704365,0,Just saw something upsetting. Is this woman trying to kill me?!?! 
1390243,4,@emmy_563 we will this weekend  you?
313688,0,lunch changes to 12:10 2mrw for good 
1070364,4,@GardenPlans Hey!  It's so fun following you! You're giving such cool info! Thanks for the followfriday tweet
230600,0,@becdizzle aw  not long now till bday time. can't wait to drink after these last few homework filled wkends x
60311,0,http://twitpic.com/4h43l - Lion Ling does the splits!! &lt; My legs look so short in the splits  &gt;
921710,4,http://twitpic.com/4wxsk mmmm!  sunday lunch!
589948,0,@AmbDuckett YESTERDAY!..I NEED MORE FOLLOWERS 
1410745,4,"@randymatheson tx - weird; have to check later, going otg for a bit; have a gr8 rest of weekend "
643231,0,Boring boring... Want to go home and draw a greeting card. But must be here at the seminar and listen about hospitals... 
583159,0,Not having good luck at has stations.... 
257086,0,Tot zover camping radio! #3fm #pp09 jammer... 
856602,4,"- sitting on a plane... en route to MIA and then on to SJO. Nap time!  in Carolina, PR http://loopt.us/iRL3ZQ.t"
1183363,4,@katiesantry my birthday is in 2 days!!!! YAY!!! Go Gemini! Geminis are the best 
443235,0,@Heyhomee  i'm sorry homee. maybe you can make some!?
162134,0,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?
270053,0,@meeshthesinger boy r we are playing tag! I was at home. Was gonna ask for the addy to the place but then I had no reception. 
1302543,4,@mileycyrus hey miley its my birthday! i hope you could wish me a happy birthday! 
692241,0,im totally not hungry.. but here i am with a packet of crisps and toast with butter on it.. with no taramasalata  ugh.. Hope hes happy.
250457,0,@Nique_Famous girl - i feel the same type of way. 
127875,0,@AngryBritain #moanmonday &amp; candidate for the PIT -&gt; expirian.  For holding a crap creditscore against me &amp; not telling me why 
67421,0,finally finished the chapter of History I was reading.  It took me...FOREVER.  Gotta do it again tomorrow. 
1186496,4,Goodnight mates.  Will tweet when I wake up.
415588,0,"@simprograms dont think ill ever shower again now, as im soo close to a corner, i think i've become really paranoid now  i keep"
370993,0,Finishing packing cause I'm moving to Georgia 
602084,0,Just dropped off Koalie at the babysitters. Now i got to go to work 
1022614,4,@Naresh Seems like I was looking at the wrong thing  
647332,0,...still havent found a puppy yet 
401512,0,It looks like rain.  Perfect 
1549242,4,is now home  taking a nap? I seem to be attempting to take a lot of naps lately.
690485,0,@waynealgoafm damn I miss u too  when u coming!! Or why don't we meet in Durbs one wend?
252865,0,@lucecannon unfortunately we dont have a beach like you  
759010,0,@PerryBelcher lol right here! I had a sick kiddo yesterday 
1359054,4,@Lenogessle: Hi there ! Nice seeing ya here 
1125324,4,@camera_obscura hard to resist. but i've already promised to make this for my family tomorrow...http://tinyurl.com/4h6xmx 
695487,0,NICE! the 3.0 jailbreak is out (mac only) too bad my mac person and I aren't speaking atm 
1206035,4,@mileycyrus Hey Miley Congrats on winning the award for Best Song from a Movie.... The Climb is an Amazing song ....    WTG
666292,0,"Ugh no but security guards workin tonight  least not on second, maybe third will be better just have to wait and see"
313935,0,@JanSimpson absolutely! What a horrid statement to make? He made the rounds insulting minorities and did not spare the children 
1447601,4,@grumpyughlex dam Echo Park that's what's up 
531046,0,Missing Nashville. The weekend went by too fast 
1397836,4,Your daily tarot card has now been posted  http://tinyurl.com/obqm5o
1407636,4,@bowwow614 - Too All The Beautiful - Sexy - Thick - Flirtatious Gals that Talk Shit On Twitter and Then See Swag &amp; Start Smilin' NO SLAP 
92207,0,Family Guy was not very funny tonight 
859116,4,@TuanaMey Looks like i missed you...have a good night! 
1482903,4,Is now home from a fun weekend at the cottage. 
742640,0,getting ready to clean house 
1415823,4,is going to watch michael mcintyre 2nite-what a legend    
65099,0,"@Ciel_Rouge Ah, that doesn't get over there i remember. still, i have to work tomorrow if that helps at all! we're missing new york today "
994841,4,@sierrabardot ahh she is amazing. those quotes are so inspiring. @mileycyrus is amazing i love her so much !! 
987343,4,@marcosc LOL - I'm not surprised.  Some of those tunes are painful! 
671274,0,"@DevonZimny My DD never noticed TV in the background, so we didn't worry. DS is glued - so any TV is screen time.  #theonlinemom"
1266910,4,"watching im a celebrity, go heidi and spencer "
1595917,4,"@S0nicbob thank you, it was most tasty "
384217,0,@hippstah DUDE. Enjoy the binge! I still don't have all them fancy channels. 
1358204,4,Sims 3 owns!  time for work. Smiling constantly and pretending to like people. Yummm
1350598,4,@TastefulCupcake tmail  
70142,0,Just accidentally ruined Dollhouse for @jvthor. I think I might be going to hell 
1486678,4,@EnjoyUrOwnJoy  oh yeah! of course! never!!! 
1088320,4,Insane girls night! Super funnn  okay well goodnight tweeps
193846,0,@Tinker_xxxx awwwww  sux that emergency appointment is hours away
999756,4,And working out daily isnt easy either. But i know i'm gonna look EXTRA cute in my bikini and my new skirt  yaaaaa!
704949,0,I hate it when you find typos in your about me that have probably been there for like at least a month.  -9.15.08
396275,0,Awe..it was an old lady 
110526,0,"damn! my black nail polish is practically finished, so it's looking really crap "
1099572,4,@tommcfly  Why did i read that as ' Gotta fuck off' sorry for the language  Have fun x
1320697,4,i'm listening to the &quot;LAST SONG EVER&quot; 
718689,0,Out about town running errands.  Would rather be home creating things. 
1541687,4,@jillianlillian aweee im sure the fridges at Weber miss you too!! 
1446401,4,hope you guys liked how the #ptu2 story came out. thanks tweeps for spreading the word 
1473477,4,"@PRINC3OFLOV3 haha..i love being spoiled  my name is camille u pronounce it with one l tho lol like camil, its nice to meet u mike.."
831911,4,anyone know any good taylor lautner fan sites? 
671181,0,i hate it 
1268595,4,@VeganAvenger hahahaha  glad you dig them too! no wine mixer... and i don't do my powpowPOWs justice via tweets...in person is better 
850127,4,@briankozicki lightweight...Try running 27 and then come talk to me 
1049076,4,@DomCorleone pssh just working : \ but hey I can't complain lol hope you have a good day 
1071510,4,@THEsaragilbert  thanks for finding Liz on here.. WOW! made my day 
383683,0,so rainy today  its like january...
1545879,4,@andy065 I haven't really thought of it so much since I've been puking my guts up 
1481575,4,"@christi9000 2:44pm and I'm sooo sleepy from tired brain! How are you sunshine? Forget the weather, we should always be together! "
1325804,4,Finished my first meeting. The client liked my proposal a lot. Good feelings 
1193716,4,"@taylorswift13 my band plays pop songs to start our church services-played love story this morn-it was so fun,everyone was singing along "
189995,0,I wish I was at a club instead of at home folding underwear 
696951,0,@iamthedragon whats wih the name lol and our baby still not hatched yet  needs to come soon ly wifey xxx
361108,0,On the bus to the grove. Not for musso concert though...  I wish the luau was next Friday instead.
643770,0,Co-owner might not learn animation 
1265335,4,"@micheleboyd If you happen to talk to Pandemic, ask when we will finally see Battlezone 3?    Raven Software: When will we see Heretic 3?"
1073223,4,"At the salon about to get my hair dyed, cut, and styled  then i might go see Up at the movies."
17739,0,I love windows vista! but i have to admit i miss my old computer ive had it for over 4 years 
1200248,4,@AngelinaHayes Hey I just made the same thing. 
1337553,4,@Frankyblike don't do it friend get some fruit instead!! Don't waste your hardwork at the gym!!! 
818843,4,is really new on twitter... 
1110855,4,Just ate two PB &amp; J whole grain pita wraps  Shared with my ratties  Planning on going swimming with bf. It's been SO long!
1279154,4,"@JonasLover_01 I can't wait for the album to come out, it is going to be amazing!  Are you watching the next chat?"
964816,4,@ashleeleahxox That was nice of them!! Were they the chocolate covered strawberries you love so much? 
633016,0,@Amerigyrl93 I wish we had a frosty palace o how time hav changed 
281218,0,"Still feeling not good,but it doesn't stop me 2 watch manohara on tv one..;p ooh malaysians pls be REAL this time, will ya?! Shame on u.. "
1156282,4,@DotSeven Sounds good  
278295,0,wow wats with the increasing gmail spam 
1482558,4,@PDXsays You sure cram alot of information in 140! 
1163881,4,Party all weekend .. I'm exhausted but still glad for all the things that happend 
1326641,4,@3obsidianfish good morning beautiful! 
438095,0,"Seriously, I'm going crazy right now  ! I'm following the steps, but it doesn't work  .   "
948828,4,Listening to Owl City 
570723,0,Needs to shake this gloomy feeling!!    Maybe it's the rain???
983268,4,@Dinner_Diary tiiiiiiiiiired! hardly slept... busy day but bacon sarnie helps!  how are you?
903778,4,"@stephenfry I've made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it's for us, not you "
228098,0,@BestyPhan: I miss you already too!  The visit was WAY too short. We need to plan a longer weekend next time; Hopefully soon!!!
467918,0,@CCORNS ive got too much photog 
179657,0,Hey had some fun with friends !!!!!Now cleaning 
424669,0,Woke up with a sore throat and a runny nose this morning. Why always just as I go on vacation? 
630950,0,@justkimu Oh that's just horrible. What an awful dog fight.  Sad for all of you.
1043584,4,just ate candy after an appointment with dentist. haha! 
912452,4,@Stacilynny Its tomorrow!!!! 
608114,0,@aidadoll oh ok. @BBL0ve lmaoo stfu 8-| I don't want them they're all gangstersss  I just wanna see them.
1013285,4,Yes indeeders.  Having coffee with @JessDennis this morning. I'll pass it along 
309809,0,@loveofducks  and this one does it to you twice!
729740,0,Chest pains again... What's wrong with me?  http://myloc.me/4Ois
1239286,4,@BRIAN_____ Everything theme I have released will always be free. I just plan on making some exclusive premium themes in the future 
1427023,4,"lol sajoyia loves ashlee, and knos shes knos what the deal is... "
1427831,4,listening to &quot;beautiful&quot; by enimen. everyone says its amazing. i'm in love with my picture. it's one of my fave Archie pics. 
724177,0,@PlayRadioPlay Oh no's I hope you can still make the Oklahoma show. 
1240327,4,says sorry dudes and dudets... wasnt able to tweet my self for about 3 weeks cuz of ma exams....lol but now im back... 
1281301,4,@JayksWorld but yes i have long hair straight down hahah. n yeah it was a nice shower with kobe bryant. 
1118991,4,"-it's official, I'm getting my tattoo on June 12th at 5 pm. Mom's getting a butterfly and I'm getting Johnny's Sparrow  so excited!!"
1043782,4,Editing pictures. 
382890,0,its to early to be awake 
1342961,4,Thank God going to make it to the airport in time  http://tumblr.com/xlm1yab2b
734378,0,last night was good!!! got drunk then drew all over amie's walls &lt;3 and then attempted to phone people but amies house has shit signal! 
1383258,4,Just had a movie marathon with my mom... That's how I spend my Fridays... and wouldn't change it for anything! 
333267,0,@Blogography maybe a Senior found a senior's stash? I tried to move into a retirement home once (true story). They didn't let me in 
630319,0,"oh, didn't know they had the option to add it  I thought you were trying to do something else..."
1572832,4,"Good morning, Coffee!  Flickr favorites: http://bit.ly/Z7ui8"
1271848,4,Enjoying listening to some music and talking with Jason. I usually do most of the talking. He's a great listener. 
1550092,4,"@carnellm @andrawatkins - location ideas? Not sure where you are both located, but I will have car. #CHS "
1439171,4,@blackbarbiek thanks hun..i appreciate it  ..how was your day ?
298560,0,Testing is horrible!! I really don't want to test!! I'm going to fail anyways 
443209,0,@Halfpintmonkey Owey indeed 
926152,4,COME ON ARSENAL 20MINS TO GO. you can score? 
489227,0,"I came close to talking to John Holland and Lisa Williams today, but my line got dropped 40 minutes into the show.  I am bummed. "
585870,0,Sitting at home missing bellydance 
948962,4,There's no place like home 
1244253,4,I'm playing baseball 
721860,0,Missing out on the beach party! 
1120304,4,"BGT, shaun smith or Stavros Flatley to win! "
1479367,4,Today is National Cancer Survivors Day!!! Congratulations today is a celebration!! woohoo 
160679,0,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came... "
1423859,4,"@snazzysophie correct me if I am wrong, but it would seem you are excited to see Dane Cook today. haha  This is going to be so fuck'n fun!"
1505307,4,@ditty1013 CHUCK is still fairly new...but I can get my LOTR/X-FILES rip-off fix from a lot of places. 
372766,0,wont let me DM i am at my limit for the day   @Spycnsweet I am glad u made it to the gym!  Congrats r u going this weekend?
1072825,4,@Shannon_Buckley @filipalinhares @BeachMomOf2 @SubZeroLA @EliteTravelGal @m_amyknits  @MamaBee4 @truffuls @solotraveler Thanks 4 #FF 
681875,0,@Esme_Cullen23 I feel bad now 
1462469,4,Happy birthday sweetie x hope it's a good one 
74534,0,"almost caught the 'hood cats eating his plant (again), but it was too late   They literally chewed it off right at the base of the stem!"
948372,4,@greencarrie @alyssabeattie sending good vibes your way good luck 
858861,4,@triina I bet we do! I think you know why I'm happy 
1283851,4,"off to the gym (the other one) and, frankly, a bit scared.  fingers crossed that i am able to kick ass and take names.   miss-getting-fit."
1403216,4,"@phistolemon thank u  anything to fix, how do u think?"
675872,0,i had a dream about kristen bell last night. and it wasn't a good one. 
1157932,4,"groceries, cooking, wow! "
593782,0,"@Jennybeeean Ugh. It's on mj's too.  I feel so bad for David, hopefully he doesn't get hounded by the media too much..."
268464,0,@Anime81 Nothing much ::sighs:: I can't sleep and everyone's sleeping in the house. Aunt Emmy's probably not going to like my staying up. 
1040763,4,@Im_A_Vujachick Yea let me know when you go 
689651,0,Another Saturday wasted shopping 
1202438,4,Watching mock the week. Its all good 
1352730,4,@craig_dickson your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/16121/ 
1419579,4,Aaaah... Im very tired... I will sleep 12 hours  xD .... Internet is very hmm..
1494035,4,"False alarm: I fixed TwitterFon  It's still stupid, though.. &gt;&lt;"
537001,0,@ UZZZ09B i cannot use twitter on my phone. also: herd u has no phone bummers  i has limited internets also bummers.
178920,0,"Wow, its hot and miserable. People are probably killing themselves right about now... "
1411636,4,"I Just Wanted Comment &amp; Say, &quot;JAMAICANS DO IT BETTER.&quot; Sorry I Have To Get That In Every Now &amp; Again "
623309,0,still recovering from knee surgery 
775063,0,@Zammie255 youre welcome!!! &lt;3 
1045263,4,@JHSty  trailer?  no...its not MY eye... just an avatar...my eyes are green... and i have TWO of them 
1428602,4,15% off summer sale at www.jawbreaking-jewelry.com use the promo code JJSUMMER at checkout 
395223,0,attempting to clean out my closet and bookshelf....i just realized i have way too many books...still can't see the bottom of my closet 
1358779,4,"@WestonGreenMan yes, I have to buy it now! also get Country Smallholding though....bet you just can't picture it can you "
1483203,4,"@faithlawrence I'm pretty sure Friday is good   Not this Tuesday, but next is Rays birthday if you want to go to dinner w/ all of us."
767778,0,@jasonboche - not sure. not chatted to Carl recently. Have you tried the beta. Tried creating an OVF with vCenter4. but it honks. 
457516,0,@Flipz_5 can i not just listen 
464511,0,SO i'm starting to think that this no sleeping business is getting old.. it must be nice to NOT be awake all night 
510526,0,@officialTila why do you say sth like that  makes me sad
697617,0,@Rudibrarian Ouch! It was sounding like such a good morning before that last part.  
743299,0,R.I.P To Our Cat Dave  He Had To Be Put Down 2day
1579342,4,"@AliGraysAnatomy hmm, well maybe the footankles? yes, i promise to take pics  aw, youre very sweet (:"
476613,0,I keep on getting the scalloped shell.  http://ff.im/402dS
957684,4,"@AneezD I'm about to leave my body, dude... I lurve this genre, fooking hell "
1317824,4,"@judez_xo there just off george street, go go go  hahah"
1154576,4,is falling asleep to the sound of a million frogs. 
23949,0,"@shoesandbooks I married a spanish man so I'm staying for good (or until the diveorce xxpp) and we can't have a dog, we live in an apt. "
412090,0,i miss 6teen 
770619,0,I wish developers would learn HTTP before HTML. Unfortunately that is never true. Browsers only support 25% of the HTTP request methods. 
910241,4,FTSK and Mercy Mercedes were amazing tonight.. as always 
51244,0,"@mitchelmusso seeeee, your getting higher, but you still HAVEN'T put LONDON(UK) on your tour listtt. thatss horribleee!!!!!! "
1261621,4,Finished homework for tomorrow..... Chill time wit the girlie 
635109,0,Umm I feel like I'm in a ghost town. RIP Potbellys  . It's been fun.
345724,0,Today's gonna suck for me.It's raining outside so I'll have to stay in all day.The only thing I'm gonna do is go to Walmart. *sigh* 
1499226,4,@cloroks about damn time! lol  can't wait dear. Hear anything about Ky yet?
992157,4,yaaaay ; finally. 
154595,0,my bathroom doesn't have a music system.... what do I do 
1243760,4,oh boy! xD but I love what he does for the girl &amp; the dad! &lt;3 Zach so cute with kids!  #chuckeu #chuck #chuckmemondays
268082,0,@munortapotcepxe it isn't working 
599969,0,@metrostation are u coming back to Finland?  I HOPE SO 'cause i can't b there tonight. 
479229,0,just got back from the orthodontist ... not fun 
1027980,4,"...fresh out the jaccuzi...its late but i'm starving..bout to cook..steak, mashed potatoes &amp; corn...mmmmm "
1042336,4,I feel like dancing in the rain 
1426206,4,With family hanging out 
636178,0,EXAMS and EXAMS and more EXAMS!! god make them stop! oh well two more left! stoked for next year though.  but not for Physics and Chem. 
1224875,4,Just launched new recipe section &amp; would love you to send us your favourite summer recipe - drop us a line if you have something in mind 
712315,0,cant stop thinking about my ipod. ahhhhhhhhhhhhhhhhhhh             r.i.p. giraffes rock      i sure hope this rice helps!!!!
765199,0,@phathippo no running today 
916735,4,work was splendid 
1450231,4,Well my darling tweetsters! Good evening! Sleep well and dont let the tweetbugs bite. Night night! 
299240,0,met the jonas brothers 10 months ago today....    i miss them
634889,0,@vsolana aww  wats wrong with ya?
1145499,4,@therealthing That's one of my favorite places to go hike. The view is incredible! 
1162720,4,"i'ma go shower, do some science revision + then watch the final "
108888,0,thinks it's way too early to be awake on a Sunday 
730851,0,I am totally back into the mmo swing. Grinding for two hours non-stop. 
1342488,4,Patrick Dempsey will be in my town this weekend!!!!! would be sweet to run into him! 
1267913,4,"BRB tweeties, kid bedtime, they aren't too happy with mommy tonight! ha, getoverit "
223061,0,@SusanLorelei Boo-Hoo is right 
476544,0,Feeling like garbage.  Who gets sick in June??  Still have to work!
189123,0,"been up all night with Tucker having fits, the trip to the vet isnt looking to be a promising one "
536406,0,"@JordanSykes Nope, not yet. Friday is the last one. "
1292798,4,"@iamgilly hey, my 1st rt "
1365885,4,Just picked up my boyfriend.  Yay!
1035904,4,@bkGirlFriday oh - a surprise! lol! well -i'll be waiting then 
875928,4,on twitter 
1096046,4,"@toypadlock Oh yeah, can't come "
415039,0,Is sitting at the laundry mat 
1240531,4,@BeaucoupFavors ha thanks...just back from vacation blues 
169716,0,@lorib709 sorry you aren't feeling well! 
56746,0,@devyra jajaja i already read that!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! jajajajaja..........im sorry for my memory i also hate it!!! 
1117692,4,Going to get that due did 
735895,0,"Thanks dentist. I love you. Great, great timing... "
1175906,4,fuck your job alexa and your life haha 
861766,4,Taken the Teutonic Princess out for a wee run to warm up the cockles of her heart. Gonna give her a tub while i'm at it 
763062,0,"took an hour!   Almost out of work, woohoo!!"
1513565,4,"@theqiu it aint that bad if u can do whatever u want to do..if u're not, u'll wish everyday is a weekend. at last, u'll hate monday "
1585034,4,happy 11th months anniversary sayang 
1526997,4,@Rkoluvsdiana haha you're beating leon jackson tho! dude i'll keep voting for you and diana 
741644,0,i just threw up 
1068328,4,@Allieandra wheeee! 
1541971,4,Feeling weird today... Things r seeming kinda foggy... Waiting for clarity to make an appearance....... Anytime now! 
1308931,4,well goodnight  i will tweet a whole lot more tomorrow! hopefully my deal will go through and everything!!!
686536,0,@Wild_Bill now I'm too scared to even go to the restroom 
1202212,4,gt with @ashleypasko exploring today  we have such a boring town.
1523014,4,@ireckon haha guarantee they would love it!   9/15
1233887,4,Goodnight  
319782,0,Ohhh the witch has left 
1106402,4,@jscrinc im going to try and record it 
1543865,4,@XxXCrazyGurlXxX Yeah Stealing my Faces they are like totally copy written.  White chocolate is so the best especially with oreos in em..
624857,0,"@Jonasbrothers wow, I already say that... but I really like ping pong! I loved to play it, but I don't have much time to it these days "
1271031,4,@jerryjamesstone you are very welcome &amp; thanx for your support. Chat soon 
1460387,4,just had a bowl of chopped banana strawberries and grapes .. yumm 
1197093,4,"went to wal mart, bought some new sandals and some earrings "
730911,0,Went to sleep at 9 and I'm just now getting up...I'm still tired 
1214639,4,took some pretty cool photos of meeself i should myspace! shittttthavnt started h/w i will though  yay
1460192,4,about to embark on the lovely drive to Kings Island 
671820,0,I MISS MY FRIENDS! 
826907,4,"And don't eeeven say some Ramen Noodles either guys !  I've been to college, bc I've totally lived off the mutha effers for too long "
11534,0,Saturday Class is no good 
1573344,4,lifestyle shoot on the blog and this little grey duck is off to bed..lots more fun in the moro..  http://bit.ly/5YXjp
336981,0,"@LJsBaby No,i'm not allowed  The surgeon is being veeeeeeeeery cautious with me this time round. ( Least i got my legs. lol x"
78449,0,Good:  public email in the lobby of the hotel.  Bad:  its in the fricken LOBBY and I feel like I am being watched the entire time.  
57694,0,@spankylou1973 monday nights a school night so I wont be on too late   look out for you then love x
571835,0,So sad... this is my first year since i started going that i am missing NXNE   http://nxne.com/
1144886,4,I started reading Breaking Dawn for the 6th time today 
761456,0,@Jrock2416 I hate when ur not well 
1537241,4,"@xLucyloox Lol Okayy  i was gunna do it, but i dnt have any pics on this laptop. lol"
1225872,4,"@iamMarkRonson it sounds sweet, might purchase the album myself  p.s. hows rob (robbie williams) doing? any news on his new album? "
671164,0,@justfinejenjen u lef us! i didn't kn0 u was goin bak...  c u nxt time
342425,0,I have toothpaste in my hair 
234175,0,so basically we didnt get in (( whats the point of giving tickets out !? and like less than half get in  grrr...
588658,0,Just got out of practice w/Janna.  I have really bad allergies  What do you do?  Soul Fest tix still available great price!  Call 4917260
1044497,4,"@vaxen_var no, just a few mins ago  good night, storm chaser..."
778300,0,@imjasmine i wanna watch movie with you! 
1310062,4,I am thrilled Sirius hasn't figured out my yearly subscription ended 2 months ago. 
1257383,4,I have an award scheduled to arrive on June 4th for me.. yay! 
234665,0,my leg is ready to commit suicide and just chop itself off... I don't know what I did to the poor thing but I apologize 
32383,0,@_sophie41 fair nuff I'm in the same boat I'm upset bout arsenals loss to Chelsea in fa cup semi 
1106733,4,says I missed Banhot &amp; Badet so much  Enjoyed the hours spent with them. (dance) http://plurk.com/p/x7skd
548546,0,OMG my pudding has to cool for 3 hours!!! 
1048963,4,and it's a long one 
1356120,4,"@taniacee OHMYFINGOD!!! FOO! HAVE YOU SEEN THE NEW ALBUM COVER OF DEMI LOVATO!!?!? omfg, im sooo getting it "
54795,0,@cybie2k I agree! He's utterly fantastic. That Dominic impression - I'm wowed. Going to be sad once show's over  What do you think so far?
127993,0,@heatherm92 I hate gilmore girls 
537788,0,@sherpani I bought the Lily.  I'm sad that the only supplier in my town is closing out. 
1469178,4,*yawn* ughhhhhhh!!!! RISE AND SHINE!!! story of my life 
1026506,4,"Fine Arts Fest, whipped cream, and toasting Shakespeare - my day ended well. "
180096,0,now i look like i just came from phils 
1055363,4,@KingAsa We all know they're first in flight but last on the highway. 
1022056,4,@rickt80  Looking forward to the weekend.  I can sleep in and catch up on a few things.  Have a nice day Rick   
939896,4,@officialshenae You look really good! 
907747,4,@undeniablyfaith Your post reminded me to sit something out. Looks like steak for dinner 
571334,0,@mhairi1234 awww what! actually nobody is going 
172585,0,arghh ! i feel like a lobster ! sunburn hurts 
214061,0,It's true though innit.  Fit women only come out when the sun shines.  xx
24973,0,"so exhausted from a workout, might take a nap! omg, dreading school tomorrow "
587112,0,Becca had to leave  sooo dumb!
619387,0,@BillZucker good work on the music vid. wish I could sing 
341658,0,@andyclemmensen oh you poor guys... sad enough i didnt see you then 
1322230,4,"Ah, she resigned...... we may not have a cabinet left in a few days  This should do the world of good "
1496320,4,@MiiSZFLYMONEY 
414667,0,@dancerpenguin yes me too! I almost cried when you said you might cut it   
870867,4,about to cut the grass 
585925,0,I must be reminded to stir my Milo. 
553400,0,Looks like our Landlord is now holding up our house application and we've got to give him notice by tomorrow. Typical 
148252,0,@mainanyc that's probably the time we will get there 
564039,0,"@DanielBrydon Thats put the scuppers on that then, gmail   Unless mobile.me changes its costs to gmail levels I'll probably pass on that"
1086842,4,"@khaled I liked the article, hope someone in #Nokia reads it and do something about "
694094,0,"is totally annoyed,,,having an argument with her best friend  she says i cause the arguments and i love being centre of attention"
1118037,4,@sean_oliver Savage huh? Just lookin...like ya'll don't gawk at all the half dressed chics out here 
72210,0,Washed and whacked the first skein of my sock yarn. It's about the right WPI but only about 75 yards from 50g fibre. What???  Fail!
1239999,4,having dinner now. 
1225655,4,"@LennyKravitz thai chicken curry.. love it  you are so sweet for giving away tickets, saw you in 1994 in Rotterdam Ahoy, loved it "
562944,0,"@lovelessandmore im good lool , just stressed about exams  its good that you have a twitter now , too many fakers lol"
836124,4,"@FabGirl Well, it's less CREEPY anyway. "
